
+---------------+       +------------------------------------------------+
| RYERSON       |       | RPM and Motor Control                          |
| APPLIED       |       | https://github.com/raalf/TestStand             |
| AERODYNAMICS  |       | Throttle %: Enter ## (0 - 100)                 |
| LABORATORY OF |       | Hold Current RPM: Enter h                      |
| FLIGHT        |       | Hold Specific RPM: Enter h #### (1000 - 9000)  |
+---------------+       +------------------------------------------------+

Warning: Do not connect power supply.

Please turn on the power supply.
Waiting to initialize...
 
Please enter the number of blades on the propeller 'b', Press ENTER:
b = 2

Ready to Stream.

Time(ms) Throttle(%) RPS   RPM   PID STATE (ERROR)
15299	0.00	0.00	0.00	PID OFF
15301	0.00	0.00	0.00	PID OFF
15302	0.00	0.00	0.00	PID OFF
15326	0.00	0.00	0.00	PID OFF
15357	0.00	0.00	0.00	PID OFF
15388	0.00	0.00	0.00	PID OFF
15420	0.00	0.00	0.00	PID OFF
15451	0.00	0.00	0.00	PID OFF
15481	0.00	0.00	0.00	PID OFF
15513	0.00	0.00	0.00	PID OFF
15544	0.00	0.00	0.00	PID OFF
15576	0.00	0.00	0.00	PID OFF
15606	0.00	0.00	0.00	PID OFF
15638	0.00	0.00	0.00	PID OFF
15669	0.00	0.00	0.00	PID OFF
15700	0.00	0.00	0.00	PID OFF
15731	0.00	0.00	0.00	PID OFF
15763	0.00	0.00	0.00	PID OFF
15794	0.00	0.00	0.00	PID OFF
15825	0.00	0.00	0.00	PID OFF
15856	0.00	0.00	0.00	PID OFF
15888	0.00	0.00	0.00	PID OFF
15919	0.00	0.00	0.00	PID OFF
15949	0.00	14.31	756.84	PID OFF
16926	22.00	15.84	928.22	PID OFF
17447	22.00	16.22	969.25	PID OFF
17944	22.00	16.41	980.17	PID OFF
18435	22.00	16.48	987.82	PID OFF
18920	22.00	16.45	986.03	PID OFF
19407	22.00	16.55	991.97	PID OFF
19891	22.00	19926	22.00	16.59	995.52	PID GOTO 1500.00	(504.48)
20505	22.00	16.66	999.27	PID GOTO 1500.00	(500.73)
21075	25.27	19.28	1123.88	PID GOTO 1500.00	(376.12)
21597	24.37	19.51	1169.23	PID GOTO 1500.00	(330.77)
22110	25.62	20.76	1232.36	PID GOTO 1500.00	(267.64)
22603	25.74	21.03	1259.66	PID GOTO 1500.00	(240.34)
23080	26.44	21.84	1301.92	PID GOTO 1500.00	(198.08)
23544	26.52	22.08	1324.21	PID GOTO 1500.00	(175.79)
23998	26.97	22.54	1347.71	PID GOTO 1500.00	(152.29)
24445	27.17	22.81	1365.00	PID GOTO 1500.00	(135.00)
24886	27.42	23.08	1382.36	PID GOTO 1500.00	(117.64)
25321	27.58	23.20	1391.21	PID GOTO 1500.00	(108.79)
25753	27.83	23.11	1389.21	PID GOTO 1500.00	(110.79)
26184	28.15	23.67	1413.43	PID GOTO 1500.00	(86.57)
26611	27.97	23.79	1426.74	PID GOTO 1500.00	(73.26)
27031	28.17	23.92	1433.97	PID GOTO 1500.00	(66.03)
27471	28.33	23.96	1435.68	PID GOTO 1500.00	(64.32)
27910	28.49	24.32	1454.20	PID GOTO 1500.00	(45.80)
28344	28.35	24.36	1460.78	PID GOTO 1500.00	(39.22)
28775	28.52	24.54	1472.75	PID GOTO 1500.00	(27.25)
29204	28.48	24.47	1469.94	PID GOTO 1500.00	(30.06)
29632	28.69	24.32	1461.85	PID GOTO 1500.00	(38.15)
30063	28.84	24.28	1460.64	PID GOTO 1500.00	(39.36)
30494	28.84	24.38	1459.43	PID GOTO 1500.00	(40.57)
30926	28.92	24.88	1487.07	PID GOTO 1500.00	(12.93)
31351	28.57	24.53	1474.93	PID GOTO 1500.00	(25.07)
31777	29.05	24.90	1491.43	PID GOTO 1500.00	(8.57)
32201	28.73	24.43	1470.88	PID GOTO 1500.00	(29.12)
32627	29.21	24.87	1486.48	PID GOTO 1500.00	(13.52)
33052	28.83	24.45	1472.47	PID GOTO 1500.00	(27.53)
33478	29.22	24.91	1488.24	PID GOTO 1500.00	(11.76)
33903	28.89	25.04	1500.90	PID GOTO 1500.00	(-0.90)
34323	28.88	24.94	1496.63	PID GOTO 1500.00	(3.37)
34744	29.07	24.94	1495.22	PID GOTO 1500.00	(4.78)
35165	29.06	24.97	1498.13	PID GOTO 1500.00	(1.87)
